sep=,
DeviceTag:,Xsens_DOT_01
FirmwareVersion:,1.4.0
AppVersion:,2020.2.2
Measurement Mode:,Sensor fusion Mode - Orientation(Quaternion)
StartTime: ,2020-11-04_15:24:03_784 CET
© Xsens Technologies B. V. 2005-2020

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z
943,2492276989,0.805685,0.003795,-0.003742,0.592320
944,2492293656,0.805786,0.003795,-0.003748,0.592183
945,2492310323,0.805818,0.003796,-0.003754,0.592140
946,2492326990,0.805834,0.003799,-0.003761,0.592118
947,2492343657,0.805853,0.003806,-0.003756,0.592092
948,2492360324,0.805854,0.003797,-0.003754,0.592091
949,2492376991,0.805706,0.003796,-0.003745,0.592291
950,2492393658,0.805707,0.003786,-0.003740,0.592291
951,2492410325,0.805670,0.003794,-0.003737,0.592341
952,2492426992,0.805701,0.003788,-0.003735,0.592299
953,2492443659,0.805574,0.003786,-0.003730,0.592472
954,2492460326,0.805588,0.003778,-0.003729,0.592452
955,2492476993,0.805580,0.003784,-0.003728,0.592463
956,2492493660,0.805599,0.003745,-0.003808,0.592437
957,2492510327,0.805577,0.003748,-0.003808,0.592467
958,2492526994,0.805577,0.003756,-0.003808,0.592467
959,2492543661,0.805531,0.003747,-0.003811,0.592529
960,2492560328,0.805472,0.003745,-0.003798,0.592610
961,2492576995,0.805556,0.003747,-0.003802,0.592496
962,2492593662,0.805573,0.003186,-0.003425,0.592478
963,2492610329,0.805572,0.003270,-0.003488,0.592479
964,2492626996,0.806210,0.003921,-0.003701,0.591606
965,2492643663,0.796636,0.004996,-0.005365,0.604415
966,2492660330,0.795769,0.006314,-0.007602,0.605520
967,2492676997,0.794731,0.008024,-0.007382,0.606864
968,2492693664,0.793123,0.010255,-0.008480,0.608916
969,2492710331,0.790347,0.003418,-0.011510,0.612542
970,2492726998,0.788085,-0.001072,-0.005010,0.615546
971,2492743665,0.788242,-0.009050,0.010137,0.615216
972,2492760332,0.785786,-0.015288,0.034360,0.617354
973,2492776999,0.779510,-0.024967,0.070999,0.621853
974,2492793666,0.765352,-0.033862,0.118257,0.631748
975,2492810333,0.747193,-0.008194,0.173242,0.641578
976,2492827000,0.729989,0.025498,0.243395,0.638142
977,2492843667,0.708042,0.063586,0.322556,0.624973
978,2492860334,0.679438,0.120387,0.405346,0.599638
979,2492877001,0.642754,0.210914,0.498548,0.542064
980,2492893668,0.586636,0.322638,0.593419,0.446785
981,2492910335,0.523071,0.414751,0.660344,0.343984
982,2492927002,0.456194,0.478461,0.705824,0.254509
983,2492943669,0.408894,0.510654,0.732047,0.190119
984,2492960336,0.384431,0.517168,0.750540,0.146427
985,2492977003,0.360449,0.518128,0.768977,0.101471
986,2492993670,0.331783,0.516877,0.787031,0.057805
987,2493010337,0.307282,0.512701,0.801239,0.027062
988,2493027004,0.277061,0.509594,0.814579,-0.003584
989,2493043671,0.255464,0.509346,0.821528,-0.019937
990,2493060338,0.247050,0.507368,0.825065,-0.028512
991,2493077005,0.238745,0.508515,0.826631,-0.033085
992,2493093672,0.232262,0.511457,0.826524,-0.036410
993,2493110339,0.221179,0.516279,0.826424,-0.039492
994,2493127006,0.207407,0.520977,0.827097,-0.038432
995,2493143673,0.193618,0.525020,0.828044,-0.034784
996,2493160340,0.182959,0.527086,0.829403,-0.028233
997,2493177007,0.171112,0.529358,0.830789,-0.017070
998,2493193674,0.161407,0.530926,0.831887,-0.005388
999,2493210341,0.154828,0.532556,0.832113,0.001024
1000,2493227008,0.146279,0.534448,0.832423,0.006341
1001,2493243675,0.141789,0.535296,0.832621,0.009864
1002,2493260342,0.139352,0.536296,0.832316,0.014766
1003,2493277009,0.139047,0.538116,0.831078,0.020190
1004,2493293676,0.137623,0.541079,0.829295,0.023733
1005,2493310343,0.137329,0.544936,0.826828,0.023263
1006,2493327010,0.137259,0.548849,0.824290,0.021717
1007,2493343677,0.137219,0.551314,0.822654,0.021563
1008,2493360344,0.137271,0.553163,0.821371,0.022776
1009,2493377011,0.138157,0.554772,0.820093,0.024262
1010,2493393678,0.137313,0.555953,0.819412,0.025013
1011,2493410345,0.134495,0.556975,0.819176,0.025325
1012,2493427012,0.131360,0.557702,0.819180,0.025644
1013,2493443679,0.126706,0.558347,0.819400,0.027905
1014,2493460346,0.123673,0.559029,0.819272,0.031385
1015,2493477013,0.122175,0.559352,0.819118,0.035279
1016,2493493680,0.120718,0.559324,0.819128,0.040179
1017,2493510347,0.121129,0.558833,0.819169,0.044677
1018,2493527014,0.123608,0.558648,0.818856,0.045915
1019,2493543681,0.126859,0.558610,0.818371,0.046167
1020,2493560348,0.130637,0.558521,0.817844,0.046037
1021,2493577015,0.133100,0.558382,0.817482,0.047096
1022,2493593682,0.135181,0.557554,0.817592,0.049021
1023,2493610349,0.139817,0.555100,0.818179,0.053841
1024,2493627016,0.142644,0.550977,0.820365,0.055491
1025,2493643683,0.150116,0.548085,0.820944,0.055855
1026,2493660350,0.156472,0.546671,0.820579,0.057610
1027,2493677017,0.157110,0.546298,0.820408,0.061700
1028,2493693684,0.155519,0.547363,0.819550,0.067425
1029,2493710351,0.155958,0.547952,0.818664,0.072223
1030,2493727018,0.155369,0.547552,0.818931,0.073482
1031,2493743685,0.144791,0.542778,0.824074,0.073004
1032,2493760352,0.141060,0.532413,0.831967,0.066865
1033,2493777019,0.152694,0.527927,0.833147,0.061996
1034,2493793686,0.163786,0.523010,0.834373,0.058791
1035,2493810353,0.173934,0.517861,0.835596,0.057847
1036,2493827020,0.184908,0.512671,0.836556,0.056141
1037,2493843687,0.194072,0.508163,0.837378,0.053899
1038,2493860354,0.203043,0.504824,0.837424,0.051452
1039,2493877021,0.209560,0.502748,0.837111,0.050738
1040,2493893688,0.213824,0.501675,0.836552,0.052757
1041,2493910355,0.218002,0.500224,0.836163,0.055521
1042,2493927022,0.220967,0.498274,0.836372,0.058127
1043,2493943689,0.223389,0.496050,0.836818,0.061388
1044,2493960356,0.226731,0.493530,0.837214,0.063983
1045,2493977023,0.230054,0.491388,0.837425,0.065830
1046,2493993690,0.232995,0.489280,0.837672,0.068001
1047,2494010357,0.235893,0.487135,0.837904,0.070508
1048,2494027024,0.238211,0.484984,0.838325,0.072513
1049,2494043691,0.238748,0.483240,0.839018,0.074355
1050,2494060358,0.238695,0.482048,0.839632,0.075324
1051,2494077025,0.238888,0.481224,0.840061,0.075193
1052,2494093692,0.239709,0.480973,0.840097,0.073775
1053,2494110359,0.241035,0.480914,0.839920,0.071827
1054,2494127026,0.242150,0.481268,0.839521,0.070348
1055,2494143693,0.243073,0.481606,0.839164,0.069096
1056,2494160360,0.243479,0.481589,0.839082,0.068796
1057,2494177027,0.242940,0.481475,0.839235,0.069629
1058,2494193694,0.242057,0.481356,0.839459,0.070808
1059,2494210361,0.241774,0.480824,0.839808,0.071246
1060,2494227028,0.242140,0.479951,0.840174,0.071578
1061,2494243695,0.242419,0.479187,0.840462,0.072372
1062,2494260362,0.242145,0.478720,0.840730,0.073258
1063,2494277029,0.241081,0.478125,0.841316,0.073920
1064,2494293696,0.239283,0.477280,0.842196,0.075193
1065,2494310363,0.238580,0.475959,0.843050,0.076225
1066,2494327030,0.238822,0.474778,0.843638,0.076322
1067,2494343697,0.238759,0.474417,0.843892,0.075955
1068,2494360364,0.237744,0.474906,0.844016,0.074699
1069,2494377031,0.236437,0.475461,0.844154,0.073751
1070,2494393698,0.234533,0.475847,0.844457,0.073872
1071,2494410365,0.233507,0.475652,0.844768,0.074812
1072,2494427032,0.234699,0.475375,0.844575,0.075021
1073,2494443699,0.236115,0.475659,0.844074,0.074411
1074,2494460366,0.237547,0.475980,0.843565,0.073581
1075,2494477033,0.239434,0.475953,0.843104,0.072914
1076,2494493700,0.242208,0.475397,0.842689,0.072176
1077,2494510367,0.245358,0.474519,0.842287,0.071998
1078,2494527034,0.246998,0.473532,0.842261,0.073178
1079,2494543701,0.247665,0.472330,0.842577,0.075040
1080,2494560368,0.248954,0.470650,0.843022,0.076317
1081,2494577035,0.250586,0.468610,0.843558,0.077606
1082,2494593702,0.251336,0.466382,0.844337,0.080092
1083,2494610369,0.253422,0.464348,0.844684,0.081662
1084,2494627036,0.256412,0.462384,0.844855,0.081704
1085,2494643703,0.259095,0.460760,0.844996,0.080944
1086,2494660370,0.262259,0.458705,0.845295,0.079284
1087,2494677037,0.265433,0.455120,0.846551,0.075916
1088,2494693704,0.269191,0.450599,0.848163,0.071531
1089,2494710371,0.273239,0.447778,0.848736,0.066959
1090,2494727038,0.274778,0.449638,0.847588,0.062594
1091,2494743705,0.274972,0.454261,0.845583,0.055026
1092,2494760372,0.272211,0.461485,0.842981,0.048136
1093,2494777039,0.261638,0.476778,0.838265,0.039258
1094,2494793706,0.252276,0.494301,0.831364,0.029287
1095,2494810373,0.253550,0.509729,0.821833,0.021907
1096,2494827040,0.253752,0.523099,0.813424,0.017885
1097,2494843707,0.252208,0.535020,0.806149,0.016384
1098,2494860374,0.249231,0.547792,0.798495,0.014616
1099,2494877041,0.242746,0.567416,0.786786,0.009027
1100,2494893708,0.231437,0.582561,0.779126,-0.004889
1101,2494910375,0.206394,0.596507,0.775109,-0.028060
1102,2494927042,0.186974,0.601734,0.775113,-0.046449
1103,2494943709,0.166281,0.592128,0.786231,-0.059810
1104,2494960376,0.149240,0.573271,0.802543,-0.070807
1105,2494977043,0.140902,0.564740,0.809540,-0.076561
1106,2494993710,0.134799,0.557635,0.815137,-0.080149
1107,2495010377,0.131004,0.551606,0.819863,-0.079967
1108,2495027044,0.127960,0.545328,0.824983,-0.075149
1109,2495043711,0.125114,0.537801,0.831324,-0.063381
1110,2495060378,0.118768,0.526483,0.840775,-0.042517
1111,2495077045,0.113823,0.515128,0.849342,-0.017501
1112,2495093712,0.106689,0.505216,0.856347,0.006698
1113,2495110379,0.092274,0.495151,0.863172,0.035294
1114,2495127046,0.073756,0.485005,0.868441,0.071699
1115,2495143713,0.054872,0.472824,0.872377,0.111289
1116,2495160380,0.038126,0.453087,0.878286,0.147894
1117,2495177047,0.024957,0.431401,0.886299,0.166567
1118,2495193714,0.007369,0.416370,0.889727,0.186998
1119,2495210381,0.003973,0.403214,0.893811,0.196229
1120,2495227048,0.000971,0.392445,0.897621,0.200658
1121,2495243715,-0.005041,0.381917,0.902416,0.199400
1122,2495260382,-0.013321,0.373903,0.907373,0.191555
1123,2495277049,-0.023000,0.368361,0.912321,0.177345
1124,2495293716,-0.029921,0.371000,0.912254,0.171044
1125,2495310383,-0.029595,0.376117,0.909911,0.172400
1126,2495327050,-0.025065,0.384122,0.905572,0.178217
1127,2495343717,-0.016345,0.397923,0.898741,0.183455
1128,2495360384,-0.001463,0.418858,0.890357,0.178384
1129,2495377051,0.010365,0.443926,0.877789,0.179747
1130,2495393718,0.021581,0.471522,0.861026,0.189305
1131,2495410385,0.033858,0.495467,0.846035,0.193889
1132,2495427052,0.037788,0.513183,0.834758,0.195948
1133,2495443719,0.039870,0.522775,0.827142,0.202371
1134,2495460386,0.048538,0.518493,0.829697,0.201026
1135,2495477053,0.064216,0.516459,0.830657,0.197878
1136,2495493720,0.081353,0.509524,0.832360,0.202347
1137,2495510387,0.092126,0.503451,0.833021,0.210062
1138,2495527054,0.094168,0.494747,0.835824,0.218535
1139,2495543721,0.091743,0.483794,0.840367,0.226516
1140,2495560388,0.084812,0.470508,0.847232,0.231577
1141,2495577055,0.080574,0.456600,0.854544,0.234052
1142,2495593722,0.072219,0.439846,0.863121,0.237366
1143,2495610389,0.045505,0.422691,0.874131,0.234854
1144,2495627056,0.011123,0.406347,0.887347,0.217656
1145,2495643723,-0.014505,0.395955,0.897626,0.193075
1146,2495660390,-0.034477,0.396031,0.900446,0.176544
1147,2495677057,-0.048250,0.406993,0.895763,0.172157
1148,2495693724,-0.054399,0.423270,0.887101,0.175887
1149,2495710391,-0.055321,0.437565,0.879808,0.177241
1150,2495727058,-0.055796,0.446456,0.875086,0.178292
1151,2495743725,-0.052253,0.449342,0.872626,0.184080
1152,2495760392,-0.044107,0.450345,0.871268,0.190099
1153,2495777059,-0.040165,0.453035,0.869400,0.193109
1154,2495793726,-0.047893,0.459412,0.866005,0.191526
1155,2495810393,-0.062690,0.465346,0.862078,0.190645
1156,2495827060,-0.079762,0.468421,0.857693,0.196425
1157,2495843727,-0.092994,0.472363,0.852767,0.202521
1158,2495860394,-0.088745,0.479890,0.849031,0.202429
1159,2495877061,-0.082923,0.485066,0.846756,0.202089
1160,2495893728,-0.078851,0.486310,0.845542,0.205779
1161,2495910395,-0.075096,0.487354,0.845158,0.206288
1162,2495927062,-0.067351,0.494174,0.841147,0.209114
1163,2495943729,-0.059071,0.501711,0.834967,0.218238
1164,2495960396,-0.054164,0.503676,0.829557,0.234973
1165,2495977063,-0.046652,0.504957,0.825654,0.247262
1166,2495993730,-0.040576,0.505919,0.822981,0.255153
1167,2496010397,-0.035799,0.507423,0.821135,0.258800
1168,2496027064,-0.030320,0.511190,0.820172,0.255118
1169,2496043731,-0.025866,0.515300,0.818557,0.252513
1170,2496060398,-0.022826,0.518714,0.815400,0.256005
1171,2496077065,-0.023628,0.520179,0.812439,0.262296
1172,2496093732,-0.028051,0.520841,0.810326,0.267040
1173,2496110399,-0.033413,0.522192,0.808983,0.267854
1174,2496127066,-0.037168,0.526287,0.805264,0.270538
1175,2496143733,-0.038295,0.527605,0.800255,0.282418
1176,2496160400,-0.037875,0.525620,0.795711,0.298553
1177,2496177067,-0.036786,0.523693,0.792056,0.311512
1178,2496193734,-0.035990,0.522246,0.789755,0.319767
1179,2496210401,-0.036844,0.521527,0.787900,0.325371
1180,2496227068,-0.036965,0.522534,0.785223,0.330177
1181,2496243735,-0.034242,0.521462,0.780866,0.342279
1182,2496260402,-0.027302,0.517413,0.775538,0.360666
1183,2496277069,-0.020513,0.514122,0.770994,0.375269
1184,2496293736,-0.016547,0.515686,0.767524,0.380398
1185,2496310403,-0.012016,0.522508,0.762913,0.380533
1186,2496327070,-0.003216,0.529398,0.757122,0.382746
1187,2496343737,0.009563,0.536718,0.749127,0.388139
1188,2496360404,0.020411,0.545708,0.738331,0.395796
1189,2496377071,0.019359,0.555822,0.729713,0.397752
1190,2496393738,0.006528,0.561130,0.733358,0.383768
1191,2496410405,-0.014857,0.573641,0.730229,0.370784
1192,2496427072,-0.016898,0.588627,0.721178,0.364878
1193,2496443739,-0.027798,0.603035,0.714830,0.352980
1194,2496460406,-0.033977,0.618014,0.709670,0.336561
1195,2496477073,-0.019145,0.638293,0.698207,0.323609
1196,2496493740,0.011930,0.651460,0.695557,0.302752
1197,2496510407,0.043116,0.662283,0.688913,0.291414
1198,2496527074,0.072105,0.705365,0.655605,0.259699
1199,2496543741,0.051487,0.720639,0.645380,0.248018
1200,2496560408,0.007124,0.720509,0.631334,0.286765
1201,2496577075,-0.017566,0.722785,0.621520,0.301639
1202,2496593742,-0.030551,0.724506,0.612641,0.314371
1203,2496610409,-0.038449,0.727639,0.603515,0.323779
1204,2496627076,-0.060104,0.728305,0.602553,0.320764
1205,2496643743,-0.068648,0.730731,0.600208,0.317917
1206,2496660410,-0.090040,0.718855,0.603359,0.333315
1207,2496677077,-0.112839,0.689306,0.626013,0.346747
1208,2496693744,-0.130824,0.660913,0.649495,0.352472
1209,2496710411,-0.156954,0.633266,0.672319,0.349754
1210,2496727078,-0.191715,0.613231,0.678498,0.356139
1211,2496743745,-0.227910,0.601832,0.674106,0.362543
1212,2496760412,-0.246914,0.588451,0.676246,0.368038
1213,2496777079,-0.267358,0.573122,0.682485,0.366422
1214,2496793746,-0.289542,0.557903,0.689014,0.360790
1215,2496810413,-0.306052,0.546249,0.691396,0.360439
1216,2496827080,-0.315724,0.538258,0.689990,0.366757
1217,2496843747,-0.318865,0.535029,0.685736,0.376612
1218,2496860414,-0.321231,0.532678,0.679465,0.389092
1219,2496877081,-0.325734,0.527677,0.671005,0.406458
1220,2496893748,-0.334430,0.518901,0.661570,0.425704
1221,2496910415,-0.339915,0.513753,0.660829,0.428744
1222,2496927082,-0.347613,0.513569,0.664144,0.417523
1223,2496943749,-0.367345,0.514687,0.649544,0.422194
1224,2496960416,-0.423565,0.524634,0.602419,0.427135
1225,2496977083,-0.502694,0.525488,0.536918,0.427646
1226,2496993750,-0.603496,0.497466,0.453135,0.427772
1227,2497010417,-0.685345,0.451983,0.352524,0.449156
1228,2497027084,-0.715331,0.430453,0.290684,0.467457
1229,2497043751,-0.731926,0.416618,0.261771,0.471372
1230,2497060418,-0.744863,0.412515,0.251586,0.460125
1231,2497077085,-0.754905,0.414410,0.245870,0.444895
1232,2497093752,-0.762671,0.418028,0.242704,0.429745
1233,2497110419,-0.772194,0.415698,0.245983,0.412801
1234,2497127086,-0.783983,0.411288,0.244869,0.395289
1235,2497143753,-0.796929,0.397261,0.239962,0.386662
1236,2497160420,-0.803897,0.392648,0.247576,0.371864
1237,2497177087,-0.805559,0.391728,0.261475,0.359520
1238,2497193754,-0.805148,0.385386,0.283500,0.350490
1239,2497210421,-0.803210,0.386611,0.306411,0.333914
1240,2497227088,-0.799719,0.389445,0.323762,0.322429
1241,2497243755,-0.798639,0.382765,0.337022,0.319505
1242,2497260422,-0.797114,0.374669,0.346905,0.322319
1243,2497277089,-0.791754,0.370299,0.353030,0.333730
1244,2497293756,-0.786096,0.367876,0.355591,0.346808
1245,2497310423,-0.778204,0.379377,0.365702,0.341665
1246,2497327090,-0.777903,0.386335,0.367873,0.332088
1247,2497343757,-0.780508,0.388593,0.364890,0.326586
1248,2497360424,-0.788722,0.388959,0.350065,0.322620
1249,2497377091,-0.799840,0.380253,0.329601,0.327150
1250,2497393758,-0.815143,0.357498,0.305301,0.338421
1251,2497410425,-0.827286,0.332509,0.280341,0.355590
1252,2497427092,-0.833697,0.307152,0.265358,0.374424
1253,2497443759,-0.838319,0.284557,0.254696,0.389076
1254,2497460426,-0.840110,0.258497,0.247877,0.407373
1255,2497477093,-0.839157,0.236471,0.246551,0.423214
1256,2497493760,-0.836662,0.214166,0.248002,0.438891
1257,2497510427,-0.832738,0.188204,0.246798,0.458496
1258,2497527094,-0.826610,0.169923,0.251244,0.474045
1259,2497543761,-0.823858,0.176173,0.256643,0.473662
1260,2497560428,-0.818034,0.183173,0.270503,0.473389
1261,2497577095,-0.809949,0.195910,0.291357,0.469801
1262,2497593762,-0.799545,0.216234,0.318241,0.461188
1263,2497610429,-0.798388,0.236517,0.333792,0.441838
1264,2497627096,-0.801446,0.253329,0.337845,0.423521
1265,2497643763,-0.804880,0.261756,0.340222,0.409758
1266,2497660430,-0.808645,0.259606,0.342706,0.401562
1267,2497677097,-0.811469,0.255653,0.347275,0.394411
1268,2497693764,-0.812992,0.251605,0.350343,0.391151
1269,2497710431,-0.815591,0.239284,0.351971,0.392009
1270,2497727098,-0.818879,0.213992,0.354035,0.397876
1271,2497743765,-0.819584,0.200812,0.356189,0.401356
1272,2497760432,-0.819322,0.200613,0.351900,0.405750
1273,2497777099,-0.818850,0.199110,0.347447,0.411244
1274,2497793766,-0.822061,0.190553,0.343693,0.412045
1275,2497810433,-0.830159,0.177314,0.337321,0.406953
1276,2497827100,-0.841320,0.160152,0.331453,0.395817
1277,2497843767,-0.851755,0.146689,0.323755,0.384941
1278,2497860434,-0.861226,0.141712,0.304459,0.381461
1279,2497877101,-0.870558,0.136136,0.282663,0.379077
1280,2497893768,-0.880019,0.133450,0.260705,0.373885
1281,2497910435,-0.888676,0.129813,0.241448,0.367571
1282,2497927102,-0.896113,0.126301,0.225471,0.360822
1283,2497943769,-0.902055,0.124852,0.216165,0.352110
1284,2497960436,-0.907837,0.123902,0.215011,0.338012
1285,2497977103,-0.914268,0.121758,0.214840,0.321145
1286,2497993770,-0.921143,0.118265,0.215623,0.301688
1287,2498010437,-0.925101,0.115348,0.221590,0.285975
1288,2498027104,-0.925704,0.113197,0.230398,0.277808
1289,2498043771,-0.921265,0.104551,0.240009,0.287638
1290,2498060438,-0.911134,0.085205,0.251885,0.314848
1291,2498077105,-0.901277,0.061218,0.264800,0.337393
1292,2498093772,-0.896672,0.042415,0.275456,0.343954
1293,2498110439,-0.896063,0.032257,0.280078,0.342910
1294,2498127106,-0.896056,0.031435,0.284138,0.339650
1295,2498143773,-0.898039,0.024915,0.282047,0.336684
1296,2498160440,-0.898332,0.013876,0.275680,0.341771
1297,2498177107,-0.895132,-0.001484,0.268273,0.356044
1298,2498193774,-0.892653,-0.014269,0.258251,0.369152
1299,2498210441,-0.892738,-0.015900,0.250559,0.374147
1300,2498227108,-0.892128,-0.017010,0.242310,0.380927
1301,2498243775,-0.887934,-0.014547,0.239118,0.392664
1302,2498260442,-0.884822,-0.011762,0.235559,0.401826
1303,2498277109,-0.882584,-0.012141,0.229182,0.410336
1304,2498293776,-0.880405,-0.014801,0.220748,0.419450
1305,2498310443,-0.878907,-0.018585,0.211498,0.427136
1306,2498327110,-0.877344,-0.020862,0.204767,0.433478
1307,2498343777,-0.875711,-0.022566,0.197666,0.439944
1308,2498360444,-0.872862,-0.024442,0.190651,0.448516
1309,2498377111,-0.867955,-0.026136,0.184145,0.460502
1310,2498393778,-0.860801,-0.026667,0.177730,0.476155
1311,2498410445,-0.853981,-0.024948,0.171187,0.490703
1312,2498427112,-0.847123,-0.018949,0.166558,0.504265
1313,2498443779,-0.841960,-0.002456,0.175914,0.510051
1314,2498460446,-0.834228,0.016559,0.179674,0.521063
1315,2498477113,-0.825378,0.040819,0.181512,0.533047
1316,2498493780,-0.811857,0.065897,0.178925,0.551844
1317,2498510447,-0.798004,0.079575,0.183209,0.568588
1318,2498527114,-0.781205,0.089862,0.190822,0.587564
1319,2498543781,-0.767260,0.110945,0.207257,0.596697
1320,2498560448,-0.753225,0.133680,0.220629,0.605066
1321,2498577115,-0.738945,0.156661,0.227717,0.614461
1322,2498593782,-0.719554,0.178148,0.229168,0.630863
1323,2498610449,-0.700647,0.202142,0.217766,0.648699
1324,2498627116,-0.694747,0.203843,0.197714,0.660821
1325,2498643783,-0.709420,0.170363,0.192552,0.656219
1326,2498660450,-0.715683,0.169392,0.151851,0.660338
1327,2498677117,-0.699496,0.181778,0.139383,0.676931
1328,2498693784,-0.686855,0.202473,0.135829,0.684680
1329,2498710451,-0.679839,0.216600,0.134732,0.687569
1330,2498727118,-0.676016,0.224767,0.130600,0.689512
1331,2498743785,-0.676516,0.230030,0.165172,0.679802
1332,2498760452,-0.682046,0.224001,0.207759,0.664435
1333,2498777119,-0.683770,0.250691,0.229335,0.645770
1334,2498793786,-0.673423,0.313167,0.233688,0.627550
1335,2498810453,-0.652352,0.356040,0.180468,0.644286
1336,2498827120,-0.635939,0.368534,0.148012,0.661708
1337,2498843787,-0.635094,0.363952,0.143766,0.665978
1338,2498860454,-0.642912,0.341495,0.143056,0.670508
1339,2498877121,-0.651248,0.322231,0.138070,0.673038
1340,2498893788,-0.658369,0.306735,0.135034,0.673966
1341,2498910455,-0.662398,0.293065,0.132122,0.676672
1342,2498927122,-0.662647,0.282030,0.133056,0.680921
1343,2498943789,-0.662880,0.263646,0.144462,0.685720
1344,2498960456,-0.663274,0.247351,0.156904,0.688671
1345,2498977123,-0.660766,0.244637,0.168945,0.689202
1346,2498993790,-0.656803,0.250820,0.178793,0.688283
1347,2499010457,-0.650873,0.262697,0.186781,0.687363
1348,2499027124,-0.640275,0.285498,0.188725,0.687693
1349,2499043791,-0.633174,0.309062,0.189412,0.683883
1350,2499060458,-0.629198,0.328033,0.191326,0.678159
1351,2499077125,-0.625900,0.337555,0.199569,0.674150
1352,2499093792,-0.623210,0.344100,0.213787,0.668954
1353,2499110459,-0.611037,0.360516,0.221327,0.669086
1354,2499127126,-0.591569,0.383455,0.217830,0.674951
1355,2499143793,-0.568044,0.410942,0.209370,0.681629
1356,2499160460,-0.541582,0.446742,0.204724,0.682055
1357,2499177127,-0.514219,0.477411,0.197692,0.684527
1358,2499193794,-0.484461,0.498483,0.188612,0.693713
1359,2499210461,-0.451261,0.517380,0.176890,0.705260
1360,2499227128,-0.418374,0.537100,0.165146,0.713593
1361,2499243795,-0.392277,0.553786,0.159044,0.717039
1362,2499260462,-0.365524,0.574978,0.159618,0.714364
1363,2499277129,-0.340377,0.589791,0.161658,0.714253
1364,2499293796,-0.323686,0.598056,0.164196,0.714560
1365,2499310463,-0.315456,0.604714,0.171705,0.710863
1366,2499327130,-0.316145,0.608746,0.188928,0.702700
1367,2499343797,-0.327874,0.606248,0.210996,0.693140
1368,2499360464,-0.343076,0.598970,0.229264,0.686274
1369,2499377131,-0.354514,0.591469,0.232000,0.686047
1370,2499393798,-0.358505,0.590670,0.232816,0.684383
1371,2499410465,-0.360260,0.590096,0.233319,0.683785
1372,2499427132,-0.366107,0.588852,0.235932,0.680849
1373,2499443799,-0.371768,0.588262,0.244161,0.675369
1374,2499460466,-0.374569,0.589272,0.248407,0.671381
1375,2499477133,-0.376578,0.589105,0.253666,0.668430
1376,2499493800,-0.382021,0.585527,0.260139,0.665993
1377,2499510467,-0.395752,0.578115,0.266177,0.662053
1378,2499527134,-0.405250,0.573298,0.266396,0.660406
1379,2499543801,-0.407457,0.570039,0.262631,0.663370
1380,2499560468,-0.410342,0.566211,0.259806,0.665977
1381,2499577135,-0.410065,0.563646,0.255404,0.670014
1382,2499593802,-0.410913,0.558529,0.252814,0.674745
1383,2499610469,-0.410095,0.553838,0.251241,0.679679
1384,2499627136,-0.411485,0.549406,0.247814,0.683682
1385,2499643803,-0.411911,0.546541,0.243425,0.687290
1386,2499660470,-0.408137,0.545215,0.235844,0.693213
1387,2499677137,-0.403080,0.544308,0.227272,0.699716
1388,2499693804,-0.393900,0.541759,0.221291,0.708781
1389,2499710471,-0.385315,0.541612,0.214587,0.715641
1390,2499727138,-0.372903,0.543385,0.206143,0.723313
1391,2499743805,-0.349395,0.549138,0.199053,0.732632
1392,2499760472,-0.323731,0.553752,0.192914,0.742524
1393,2499777139,-0.297897,0.561783,0.183134,0.749747
1394,2499793806,-0.272787,0.572254,0.170514,0.754346
1395,2499810473,-0.251734,0.578709,0.161951,0.758616
1396,2499827140,-0.230261,0.581782,0.145440,0.766392
1397,2499843807,-0.217302,0.580381,0.127638,0.774369
1398,2499860474,-0.212215,0.569529,0.100948,0.787662
1399,2499877141,-0.213343,0.552294,0.072448,0.802626
1400,2499893808,-0.218162,0.527731,0.051183,0.819321
1401,2499910475,-0.227220,0.505407,0.036664,0.831620
1402,2499927142,-0.238628,0.486544,0.026707,0.840011
1403,2499943809,-0.250920,0.478480,0.018403,0.841283
1404,2499960476,-0.259930,0.476590,0.006308,0.839797
1405,2499977143,-0.271526,0.461006,-0.017814,0.844648
1406,2499993810,-0.276219,0.426371,-0.040760,0.860378
1407,2500010477,-0.289151,0.401944,-0.038647,0.867952
1408,2500027144,-0.308657,0.398976,-0.034909,0.862746
1409,2500043811,-0.319232,0.407903,-0.030067,0.854870
1410,2500060478,-0.337565,0.419639,-0.020485,0.842338
1411,2500077145,-0.365760,0.434221,-0.018981,0.822990
1412,2500093812,-0.378759,0.444228,-0.018401,0.811705
1413,2500110479,-0.382594,0.447660,-0.018297,0.808015
1414,2500127146,-0.385221,0.449181,-0.020784,0.805859
1415,2500143813,-0.395607,0.453815,-0.020104,0.798213
1416,2500160480,-0.412008,0.465577,-0.021260,0.782966
1417,2500177147,-0.424424,0.481102,-0.026642,0.766613
1418,2500193814,-0.426579,0.489305,-0.035832,0.759821
1419,2500210481,-0.432307,0.488837,-0.049985,0.756076
1420,2500227148,-0.439270,0.490255,-0.066556,0.749842
1421,2500243815,-0.443080,0.497184,-0.077324,0.741963
1422,2500260482,-0.449546,0.503495,-0.080991,0.733377
1423,2500277149,-0.457790,0.507829,-0.080600,0.725288
1424,2500293816,-0.465664,0.510808,-0.076155,0.718633
